Lake,Sample,genus,size,,
One Mile,ZP22,cyclopoida,0.7,,
One Mile,ZP22,cyclopoida,0.7,,
One Mile,ZP22,bosmina,0.2,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,cyclopoida,0.5,,
One Mile,ZP22,rotifer,0.2,,
One Mile,ZP22,rotifer,0.2,,
One Mile,ZP22,rotifer,0.3,,
One Mile,ZP22,calanoid,2.2,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,cyclopoida,0.3,,
One Mile,ZP22,cyclopoida,0.6,,
One Mile,ZP22,cyclopoida,0.3,,
One Mile,ZP22,cyclopoida,0.3,,
One Mile,ZP22,cyclopoida,0.6,,
One Mile,ZP22,rotifer,0.2,,
One Mile,ZP22,daphnia,0.6,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,cyclopoida,0.7,,
One Mile,ZP22,cyclopoida,0.7,,
One Mile,ZP22,daphnia,0.9,,
One Mile,ZP22,cyclopoida,0.6,,
One Mile,ZP22,bosmina,0.2,,
One Mile,ZP22,sididae,0.5,,
One Mile,ZP22,sididae,0.5,,
One Mile,ZP22,cyclopoida,0.5,,
One Mile,ZP22,cyclopoida,0.5,,
One Mile,ZP22,daphnia,0.6,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,cyclopoida,0.8,,
One Mile,ZP22,cyclopoida,0.6,,
One Mile,ZP22,cyclopoida,0.6,,
One Mile,ZP22,cyclopoida,0.6,,
One Mile,ZP22,calanoid,1.2,,
One Mile,ZP22,calanoid,1.4,,
One Mile,ZP22,daphnia,0.7,,
One Mile,ZP22,cyclopoida,0.6,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,cyclopoida,0.5,,
One Mile,ZP22,cyclopoida,0.6,,
One Mile,ZP22,bosmina,0.2,,
One Mile,ZP22,daphnia,0.3,,
One Mile,ZP22,daphnia,0.6,,
One Mile,ZP22,cyclopoida,0.8,,
One Mile,ZP22,cyclopoida,0.5,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,sididae,0.5,,
One Mile,ZP22,sididae,0.6,,
One Mile,ZP22,bosmina,0.3,,
One Mile,ZP22,bosmina,0.3,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,cyclopoida,0.6,,
One Mile,ZP22,cyclopoida,0.5,,
One Mile,ZP22,sididae,0.5,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,cyclopoida,0.5,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,cyclopoida,0.6,,
One Mile,ZP22,sididae,0.6,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,cyclopoida,0.6,,
One Mile,ZP22,bosmina,0.3,,
One Mile,ZP22,cyclopoida,0.5,,
One Mile,ZP22,cyclopoida,0.5,,
One Mile,ZP22,bosmina,0.3,,
One Mile,ZP22,sididae,0.5,,
One Mile,ZP22,cyclopoida,0.7,,
One Mile,ZP22,cyclopoida,0.5,,
One Mile,ZP22,rotifer,0.3,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,sididae,0.6,,
One Mile,ZP22,cyclopoida,0.6,,
One Mile,ZP22,bosmina,0.3,,
One Mile,ZP22,sididae,0.6,,
One Mile,ZP22,cyclopoida,0.4,,
One Mile,ZP22,calanoid,2,,
Lost,ZP8,cyclopoida,0.7,,
Lost,ZP8,daphnia,0.7,,
Lost,ZP8,daphnia,0.5,,
Lost,ZP8,bosmina,0.2,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,daphnia,0.7,,
Lost,ZP8,daphnia,0.8,,
Lost,ZP8,daphnia,0.7,,
Lost,ZP8,calanoid,1,,
Lost,ZP8,cyclopoida,0.7,,
Lost,ZP8,cyclopoida,1.1,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,calanoid,1,,
Lost,ZP8,daphnia,0.8,,
Lost,ZP8,daphnia,1.2,,
Lost,ZP8,daphnia,1,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,calanoid,1.1,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,daphnia,1,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,daphnia,1.1,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,cyclopoida,0.8,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,daphnia,1.1,,
Lost,ZP8,daphnia,1.1,,
Lost,ZP8,daphnia,0.8,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,daphnia,1.1,,
Lost,ZP8,daphnia,1.2,,
Lost,ZP8,calanoid,0.6,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,calanoid,1.4,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,cyclopoida,1.1,,
Lost,ZP8,bosmina,0.5,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,daphnia,0.8,,
Lost,ZP8,calanoid,0.6,,
Lost,ZP8,daphnia,1.1,,
Lost,ZP8,cyclopoida,1,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,daphnia,0.7,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,daphnia,0.8,,
Lost,ZP8,daphnia,0.8,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,calanoid,0.9,,
Lost,ZP8,daphnia,0.9,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,daphnia,1.1,,
Lost,ZP8,daphnia,1,,
Lost,ZP8,daphnia,0.8,,
Lost,ZP8,daphnia,0.9,,
Lost,ZP8,calanoid,2,,
Lost,ZP8,daphnia,1.1,,
Lost,ZP8,calanoid,1.6,,
Lost,ZP8,daphnia,1,,
Lost,ZP8,daphnia,0.8,,
Lost,ZP8,daphnia,0.8,,
Lost,ZP8,daphnia,0.9,,
Lost,ZP8,daphnia,1,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,daphnia,0.7,,
Lost,ZP8,bosmina,0.5,,
Lost,ZP8,bosmina,0.5,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,calanoid,1,,
Lost,ZP8,calanoid,1.2,,
Lost,ZP8,daphnia,1,,
Lost,ZP8,daphnia,1,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,cyclopoida,0.6,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,calanoid,0.6,,
Lost,ZP8,cyclopoida,0.7,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,daphnia,1.2,,
Lost,ZP8,daphnia,1.1,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,bosmina,0.4,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,bosmina,0.3,,
Lost,ZP8,calanoid,0.5,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,daphnia,1.1,,
Lost,ZP8,daphnia,0.6,,
Lost,ZP8,daphnia,0.7,,
Lost,ZP8,cyclopoida,0.7,,
Lost,ZP8,daphnia,1.2,,
Lillooet,ZP32,calanoid,3.5,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,calanoid,0.6,,
Lillooet,ZP32,cyclopoida,0.5,,
Lillooet,ZP32,calanoid,1.1,,
Lillooet,ZP32,calanoid,1.2,,
Lillooet,ZP32,calanoid,1.1,,
Lillooet,ZP32,calanoid,0.7,,
Lillooet,ZP32,calanoid,0.4,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,calanoid,0.9,,
Lillooet,ZP32,calanoid,0.9,,
Lillooet,ZP32,cyclopoida,1,,
Lillooet,ZP32,cyclopoida,0.8,,
Lillooet,ZP32,calanoid,0.7,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,cyclopoida,0.9,,
Lillooet,ZP32,cyclopoida,0.4,,
Lillooet,ZP32,cyclopoida,0.9,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,calanoid,1.5,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,calanoid,1,,
Lillooet,ZP32,cyclopoida,0.8,,
Lillooet,ZP32,calanoid,1,,
Lillooet,ZP32,cyclopoida,0.9,,
Lillooet,ZP32,calanoid,0.9,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,calanoid,0.5,,
Lillooet,ZP32,calanoid,1.6,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,calanoid,0.6,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,calanoid,1.6,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,cyclopoida,0.9,,
Lillooet,ZP32,cyclopoida,0.8,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,calanoid,0.5,,
Lillooet,ZP32,calanoid,0.5,,
Lillooet,ZP32,calanoid,0.9,,
Lillooet,ZP32,calanoid,1,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,cyclopoida,0.8,,
Lillooet,ZP32,calanoid,0.5,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,calanoid,0.7,,
Lillooet,ZP32,calanoid,1,,
Lillooet,ZP32,calanoid,1,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,calanoid,1.1,,
Lillooet,ZP32,calanoid,0.9,,
Lillooet,ZP32,cyclopoida,0.5,,
Lillooet,ZP32,cyclopoida,0.8,,
Lillooet,ZP32,calanoid,0.9,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,cyclopoida,0.9,,
Lillooet,ZP32,calanoid,0.5,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,calanoid,1,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,calanoid,0.5,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,calanoid,1,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,cyclopoida,0.9,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,cyclopoida,0.8,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,cyclopoida,0.8,,
Lillooet,ZP32,calanoid,3.6,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,calanoid,1.2,,
Lillooet,ZP32,calanoid,1.3,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,calanoid,0.8,,
Lillooet,ZP32,calanoid,0.4,,
Lillooet,ZP32,calanoid,0.7,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,calanoid,1,,
Lillooet,ZP32,calanoid,0.6,,
Lillooet,ZP32,calanoid,1,,
Lillooet,ZP32,calanoid,0.4,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,calanoid,1,,
Lillooet,ZP32,cyclopoida,0.6,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,cyclopoida,0.9,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,cyclopoida,0.7,,
Lillooet,ZP32,calanoid,1,,
Lillooet,ZP32,calanoid,0.5,,
Lillooet,ZP32,calanoid,0.8,,
One Mile,ZP23,bosmina,0.2,,
One Mile,ZP23,cyclopoida,1,,
One Mile,ZP23,rotifer,0.2,,
One Mile,ZP23,cyclopoida,0.8,,
One Mile,ZP23,calanoid,0.8,,
One Mile,ZP23,daphnia,0.8,,
One Mile,ZP23,calanoid,1.2,,
One Mile,ZP23,bosmina,0.3,,
One Mile,ZP23,calanoid,1.2,,
One Mile,ZP23,daphnia,0.5,,
One Mile,ZP23,calanoid,2.2,,
One Mile,ZP23,cyclopoida,1,,
One Mile,ZP23,sididae,0.8,,
One Mile,ZP23,sididae,0.6,,
One Mile,ZP23,cyclopoida,0.4,,
One Mile,ZP23,cyclopoida,0.4,,
One Mile,ZP23,rotifer,0.2,,
One Mile,ZP23,daphnia,0.7,,
One Mile,ZP23,cyclopoida,0.4,,
One Mile,ZP23,daphnia,0.7,,
One Mile,ZP23,bosmina,0.2,,
One Mile,ZP23,cyclopoida,0.5,,
One Mile,ZP23,cyclopoida,0.9,,
One Mile,ZP23,cyclopoida,0.6,,
One Mile,ZP23,cyclopoida,0.9,,
One Mile,ZP23,daphnia,0.4,,
One Mile,ZP23,daphnia,0.5,,
One Mile,ZP23,daphnia,0.7,,
One Mile,ZP23,bosmina,0.3,,
One Mile,ZP23,cyclopoida,0.4,,
One Mile,ZP23,daphnia,0.3,,
One Mile,ZP23,daphnia,0.4,,
One Mile,ZP23,bosmina,0.3,,
One Mile,ZP23,calanoid,1.6,,
One Mile,ZP23,cyclopoida,0.4,,
One Mile,ZP23,cyclopoida,0.4,,
One Mile,ZP23,cyclopoida,0.9,,
One Mile,ZP23,sididae,0.9,,
One Mile,ZP23,calanoid,0.9,,
One Mile,ZP23,calanoid,1.2,,
One Mile,ZP23,cyclopoida,0.5,,
One Mile,ZP23,sididae,0.6,,
One Mile,ZP23,cyclopoida,0.8,,
One Mile,ZP23,cyclopoida,0.4,,
One Mile,ZP23,daphnia,0.8,,
One Mile,ZP23,calanoid,0.8,,
One Mile,ZP23,calanoid,0.7,,
One Mile,ZP23,cyclopoida,0.5,,
One Mile,ZP23,calanoid,1.1,,
One Mile,ZP23,cyclopoida,0.6,,
One Mile,ZP23,sididae,1,,
One Mile,ZP23,rotifer,0.2,,
One Mile,ZP23,cyclopoida,0.5,,
One Mile,ZP23,cyclopoida,0.4,,
One Mile,ZP23,calanoid,1,,
One Mile,ZP23,cyclopoida,0.5,,
One Mile,ZP23,bosmina,0.3,,
One Mile,ZP23,cyclopoida,0.5,,
One Mile,ZP23,calanoid,0.8,,
One Mile,ZP23,cyclopoida,0.5,,
One Mile,ZP23,cyclopoida,0.4,,
One Mile,ZP23,calanoid,0.8,,
One Mile,ZP23,daphnia,0.5,,
One Mile,ZP23,daphnia,0.5,,
One Mile,ZP23,calanoid,0.9,,
One Mile,ZP23,bosmina,0.3,,
One Mile,ZP23,daphnia,0.4,,
One Mile,ZP23,calanoid,0.6,,
One Mile,ZP23,sididae,1.1,,
One Mile,ZP23,calanoid,1.2,,
One Mile,ZP23,calanoid,0.7,,
One Mile,ZP23,bosmina,0.3,,
One Mile,ZP23,calanoid,0.5,,
One Mile,ZP23,sididae,0.9,,
One Mile,ZP23,calanoid,0.7,,
One Mile,ZP23,calanoid,0.9,,
One Mile,ZP23,calanoid,1.2,,
One Mile,ZP23,daphnia,0.5,,
One Mile,ZP23,cyclopoida,0.6,,
One Mile,ZP23,daphnia,1,,
One Mile,ZP23,cyclopoida,0.8,,
One Mile,ZP23,daphnia,0.8,,
One Mile,ZP23,sididae,0.5,,
One Mile,ZP23,sididae,0.4,,
One Mile,ZP23,sididae,2.2,,
One Mile,ZP23,cyclopoida,0.5,,
One Mile,ZP23,cyclopoida,0.9,,
One Mile,ZP23,calanoid,0.9,,
One Mile,ZP23,cyclopoida,0.4,,
One Mile,ZP23,cyclopoida,0.4,,
One Mile,ZP23,cyclopoida,0.9,,
One Mile,ZP23,calanoid,1.2,,
One Mile,ZP23,calanoid,0.6,,
One Mile,ZP23,sididae,0.9,,
One Mile,ZP23,calanoid,1.1,,
One Mile,ZP23,cyclopoida,0.8,,
One Mile,ZP23,calanoid,0.7,,
One Mile,ZP23,sididae,1.3,,
One Mile,ZP23,cyclopoida,1,,
One Mile,ZP23,cyclopoida,0.5,,
One Mile,ZP23,calanoid,1.2,,
One Mile,ZP23,sididae,0.9,,
One Mile,ZP23,cyclopoida,1.1,,
One Mile,ZP23,cyclopoida,0.5,,
One Mile,ZP23,calanoid,0.9,,
One Mile,ZP23,calanoid,0.7,,
One Mile,ZP23,cyclopoida,1,,
One Mile,ZP23,cyclopoida,0.6,,
One Mile,ZP23,cyclopoida,0.6,,
One Mile,ZP23,cyclopoida,0.5,,
One Mile,ZP23,calanoid,0.6,,
One Mile,ZP23,calanoid,1.2,,
One Mile,ZP23,sididae,0.8,,